instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
10155,2012-03-04,Spring,2012,3,4,0,0,0,Misty/Cloudy,0.34,0.3333,0.46,0.194,3,11,14,Non-Rush Hour
10156,2012-03-04,Spring,2012,3,5,0,0,0,Misty/Cloudy,0.34,0.3182,0.46,0.2239,0,5,5,Non-Rush Hour
10157,2012-03-04,Spring,2012,3,6,0,0,0,Misty/Cloudy,0.3,0.2727,0.52,0.2985,0,5,5,Morning Rush Hour
10158,2012-03-04,Spring,2012,3,7,0,0,0,Misty/Cloudy,0.3,0.2727,0.52,0.2985,2,21,23,Morning Rush Hour
10159,2012-03-04,Spring,2012,3,8,0,0,0,Clear/Partly Cloudy,0.3,0.2727,0.52,0.3284,12,54,66,Morning Rush Hour
10160,2012-03-04,Spring,2012,3,9,0,0,0,Clear/Partly Cloudy,0.3,0.2727,0.49,0.4478,14,104,118,Morning Rush Hour
10161,2012-03-04,Spring,2012,3,10,0,0,0,Clear/Partly Cloudy,0.3,0.2727,0.49,0.3284,31,161,192,Non-Rush Hour
10162,2012-03-04,Spring,2012,3,11,0,0,0,Clear/Partly Cloudy,0.32,0.2879,0.45,0.3881,64,192,256,Non-Rush Hour
10163,2012-03-04,Spring,2012,3,12,0,0,0,Clear/Partly Cloudy,0.34,0.303,0.42,0.3582,71,256,327,Non-Rush Hour
10164,2012-03-04,Spring,2012,3,13,0,0,0,Clear/Partly Cloudy,0.36,0.3333,0.37,0.3582,108,256,364,Non-Rush Hour
10165,2012-03-04,Spring,2012,3,14,0,0,0,Clear/Partly Cloudy,0.36,0.3333,0.34,0.3582,106,226,332,Non-Rush Hour
10166,2012-03-04,Spring,2012,3,15,0,0,0,Clear/Partly Cloudy,0.36,0.3182,0.32,0.5224,82,252,334,Non-Rush Hour
10167,2012-03-04,Spring,2012,3,16,0,0,0,Clear/Partly Cloudy,0.36,0.3182,0.29,0.4925,68,231,299,Evening Rush Hour
10168,2012-03-04,Spring,2012,3,17,0,0,0,Clear/Partly Cloudy,0.34,0.2879,0.31,0.5522,49,214,263,Evening Rush Hour
10169,2012-03-04,Spring,2012,3,18,0,0,0,Clear/Partly Cloudy,0.32,0.2727,0.33,0.6119,20,164,184,Evening Rush Hour
10170,2012-03-04,Spring,2012,3,19,0,0,0,Clear/Partly Cloudy,0.3,0.2576,0.36,0.4925,12,120,132,Evening Rush Hour
10171,2012-03-04,Spring,2012,3,20,0,0,0,Clear/Partly Cloudy,0.28,0.2727,0.38,0.2537,8,80,88,Non-Rush Hour
10172,2012-03-04,Spring,2012,3,21,0,0,0,Clear/Partly Cloudy,0.28,0.2727,0.36,0.2239,9,70,79,Non-Rush Hour
10173,2012-03-04,Spring,2012,3,22,0,0,0,Clear/Partly Cloudy,0.26,0.2424,0.41,0.2537,9,53,62,Non-Rush Hour
10174,2012-03-04,Spring,2012,3,23,0,0,0,Clear/Partly Cloudy,0.26,0.2576,0.41,0.194,2,24,26,Non-Rush Hour
10175,2012-03-05,Spring,2012,3,0,0,1,1,Clear/Partly Cloudy,0.24,0.2273,0.44,0.194,2,15,17,Non-Rush Hour
10176,2012-03-05,Spring,2012,3,1,0,1,1,Clear/Partly Cloudy,0.24,0.2424,0.48,0.1343,3,3,6,Non-Rush Hour
10177,2012-03-05,Spring,2012,3,2,0,1,1,Clear/Partly Cloudy,0.24,0.2424,0.48,0.1343,1,3,4,Non-Rush Hour
10178,2012-03-05,Spring,2012,3,3,0,1,1,Clear/Partly Cloudy,0.22,0.2273,0.51,0.1642,0,1,1,Non-Rush Hour
10179,2012-03-05,Spring,2012,3,4,0,1,1,Clear/Partly Cloudy,0.2,0.2273,0.55,0.0896,0,1,1,Non-Rush Hour
10180,2012-03-05,Spring,2012,3,5,0,1,1,Clear/Partly Cloudy,0.2,0.2273,0.55,0.0896,1,17,18,Non-Rush Hour
10181,2012-03-05,Spring,2012,3,6,0,1,1,Clear/Partly Cloudy,0.18,0.197,0.59,0.1343,2,89,91,Morning Rush Hour
10182,2012-03-05,Spring,2012,3,7,0,1,1,Clear/Partly Cloudy,0.18,0.197,0.59,0.1343,7,253,260,Morning Rush Hour
10183,2012-03-05,Spring,2012,3,8,0,1,1,Clear/Partly Cloudy,0.2,0.2273,0.59,0.1045,13,415,428,Morning Rush Hour
10184,2012-03-05,Spring,2012,3,9,0,1,1,Misty/Cloudy,0.22,0.2576,0.6,0.0896,11,186,197,Morning Rush Hour
10185,2012-03-05,Spring,2012,3,10,0,1,1,Misty/Cloudy,0.24,0.2576,0.6,0.0,12,74,86,Non-Rush Hour
10186,2012-03-05,Spring,2012,3,11,0,1,1,Misty/Cloudy,0.26,0.2727,0.56,0.1343,17,86,103,Non-Rush Hour
10187,2012-03-05,Spring,2012,3,12,0,1,1,Misty/Cloudy,0.26,0.303,0.52,0.0,15,122,137,Non-Rush Hour
10188,2012-03-05,Spring,2012,3,13,0,1,1,Misty/Cloudy,0.26,0.2576,0.55,0.2985,11,109,120,Non-Rush Hour
10189,2012-03-05,Spring,2012,3,14,0,1,1,Misty/Cloudy,0.28,0.2576,0.57,0.3582,13,115,128,Non-Rush Hour
10190,2012-03-05,Spring,2012,3,15,0,1,1,Misty/Cloudy,0.3,0.2879,0.53,0.194,20,110,130,Non-Rush Hour
10191,2012-03-05,Spring,2012,3,16,0,1,1,Clear/Partly Cloudy,0.3,0.2727,0.45,0.2985,30,180,210,Evening Rush Hour
10192,2012-03-05,Spring,2012,3,17,0,1,1,Light Snow/Rain,0.3,0.2727,0.45,0.2985,11,376,387,Evening Rush Hour
10193,2012-03-05,Spring,2012,3,18,0,1,1,Light Snow/Rain,0.28,0.2273,0.55,0.6567,12,363,375,Evening Rush Hour
10194,2012-03-05,Spring,2012,3,19,0,1,1,Clear/Partly Cloudy,0.26,0.2576,0.53,0.2239,6,220,226,Evening Rush Hour
10195,2012-03-05,Spring,2012,3,20,0,1,1,Clear/Partly Cloudy,0.26,0.2273,0.37,0.4627,8,171,179,Non-Rush Hour
10196,2012-03-05,Spring,2012,3,21,0,1,1,Clear/Partly Cloudy,0.26,0.2273,0.37,0.3881,4,116,120,Non-Rush Hour
10197,2012-03-05,Spring,2012,3,22,0,1,1,Clear/Partly Cloudy,0.24,0.2121,0.35,0.3284,2,76,78,Non-Rush Hour
10198,2012-03-05,Spring,2012,3,23,0,1,1,Clear/Partly Cloudy,0.22,0.1818,0.37,0.5821,2,29,31,Non-Rush Hour
10199,2012-03-06,Spring,2012,3,0,0,2,1,Clear/Partly Cloudy,0.22,0.2121,0.37,0.2985,0,8,8,Non-Rush Hour
10200,2012-03-06,Spring,2012,3,1,0,2,1,Clear/Partly Cloudy,0.2,0.197,0.44,0.2537,0,6,6,Non-Rush Hour
10201,2012-03-06,Spring,2012,3,2,0,2,1,Clear/Partly Cloudy,0.2,0.197,0.44,0.2239,0,4,4,Non-Rush Hour
10202,2012-03-06,Spring,2012,3,3,0,2,1,Clear/Partly Cloudy,0.18,0.1667,0.51,0.2836,0,1,1,Non-Rush Hour
10203,2012-03-06,Spring,2012,3,4,0,2,1,Clear/Partly Cloudy,0.18,0.1667,0.51,0.2985,0,3,3,Non-Rush Hour
10204,2012-03-06,Spring,2012,3,5,0,2,1,Clear/Partly Cloudy,0.18,0.1818,0.51,0.2239,0,25,25,Non-Rush Hour
10205,2012-03-06,Spring,2012,3,6,0,2,1,Clear/Partly Cloudy,0.18,0.2121,0.51,0.1045,3,99,102,Morning Rush Hour
10206,2012-03-06,Spring,2012,3,7,0,2,1,Clear/Partly Cloudy,0.16,0.1818,0.55,0.1343,5,270,275,Morning Rush Hour
10207,2012-03-06,Spring,2012,3,8,0,2,1,Clear/Partly Cloudy,0.16,0.1818,0.59,0.1045,14,487,501,Morning Rush Hour
10208,2012-03-06,Spring,2012,3,9,0,2,1,Clear/Partly Cloudy,0.22,0.2727,0.47,0.0,11,222,233,Morning Rush Hour
10209,2012-03-06,Spring,2012,3,10,0,2,1,Clear/Partly Cloudy,0.24,0.2576,0.44,0.0,16,113,129,Non-Rush Hour
10210,2012-03-06,Spring,2012,3,11,0,2,1,Clear/Partly Cloudy,0.26,0.2576,0.41,0.1642,20,110,130,Non-Rush Hour
10211,2012-03-06,Spring,2012,3,12,0,2,1,Clear/Partly Cloudy,0.26,0.2727,0.41,0.1045,9,129,138,Non-Rush Hour
10212,2012-03-06,Spring,2012,3,13,0,2,1,Clear/Partly Cloudy,0.3,0.303,0.39,0.1343,16,148,164,Non-Rush Hour
10213,2012-03-06,Spring,2012,3,14,0,2,1,Clear/Partly Cloudy,0.32,0.303,0.36,0.2239,20,116,136,Non-Rush Hour
10214,2012-03-06,Spring,2012,3,15,0,2,1,Clear/Partly Cloudy,0.34,0.303,0.36,0.2985,24,142,166,Non-Rush Hour
10215,2012-03-06,Spring,2012,3,16,0,2,1,Clear/Partly Cloudy,0.36,0.3333,0.32,0.2836,22,228,250,Evening Rush Hour
10216,2012-03-06,Spring,2012,3,17,0,2,1,Clear/Partly Cloudy,0.36,0.3333,0.34,0.2836,21,425,446,Evening Rush Hour
10217,2012-03-06,Spring,2012,3,18,0,2,1,Clear/Partly Cloudy,0.34,0.303,0.42,0.3284,15,442,457,Evening Rush Hour
10218,2012-03-06,Spring,2012,3,19,0,2,1,Clear/Partly Cloudy,0.34,0.303,0.46,0.2985,9,278,287,Evening Rush Hour
10219,2012-03-06,Spring,2012,3,20,0,2,1,Clear/Partly Cloudy,0.32,0.3182,0.49,0.194,3,184,187,Non-Rush Hour
10220,2012-03-06,Spring,2012,3,21,0,2,1,Clear/Partly Cloudy,0.32,0.3182,0.49,0.194,5,143,148,Non-Rush Hour
10221,2012-03-06,Spring,2012,3,22,0,2,1,Clear/Partly Cloudy,0.28,0.2727,0.56,0.1642,5,101,106,Non-Rush Hour
10222,2012-03-06,Spring,2012,3,23,0,2,1,Clear/Partly Cloudy,0.28,0.2727,0.61,0.2239,3,51,54,Non-Rush Hour
10223,2012-03-07,Spring,2012,3,0,0,3,1,Clear/Partly Cloudy,0.28,0.2576,0.65,0.2836,3,12,15,Non-Rush Hour
10224,2012-03-07,Spring,2012,3,1,0,3,1,Clear/Partly Cloudy,0.3,0.2727,0.61,0.2985,1,4,5,Non-Rush Hour
10225,2012-03-07,Spring,2012,3,2,0,3,1,Clear/Partly Cloudy,0.3,0.2879,0.56,0.2836,0,4,4,Non-Rush Hour
10226,2012-03-07,Spring,2012,3,3,0,3,1,Clear/Partly Cloudy,0.3,0.2727,0.56,0.3582,1,2,3,Non-Rush Hour
10227,2012-03-07,Spring,2012,3,4,0,3,1,Clear/Partly Cloudy,0.28,0.2576,0.61,0.3284,0,3,3,Non-Rush Hour
10228,2012-03-07,Spring,2012,3,5,0,3,1,Clear/Partly Cloudy,0.28,0.2576,0.56,0.2985,0,18,18,Non-Rush Hour
10229,2012-03-07,Spring,2012,3,6,0,3,1,Clear/Partly Cloudy,0.28,0.2576,0.61,0.3881,4,104,108,Morning Rush Hour
10230,2012-03-07,Spring,2012,3,7,0,3,1,Clear/Partly Cloudy,0.26,0.2273,0.65,0.3881,12,332,344,Morning Rush Hour
10231,2012-03-07,Spring,2012,3,8,0,3,1,Clear/Partly Cloudy,0.28,0.2576,0.61,0.2985,12,554,566,Morning Rush Hour
10232,2012-03-07,Spring,2012,3,9,0,3,1,Clear/Partly Cloudy,0.3,0.2727,0.61,0.3284,12,252,264,Morning Rush Hour
10233,2012-03-07,Spring,2012,3,10,0,3,1,Clear/Partly Cloudy,0.36,0.3333,0.5,0.2985,20,127,147,Non-Rush Hour
10234,2012-03-07,Spring,2012,3,11,0,3,1,Clear/Partly Cloudy,0.42,0.4242,0.38,0.2985,33,128,161,Non-Rush Hour
10235,2012-03-07,Spring,2012,3,12,0,3,1,Clear/Partly Cloudy,0.44,0.4394,0.38,0.3881,40,175,215,Non-Rush Hour
10236,2012-03-07,Spring,2012,3,13,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.34,0.4179,26,179,205,Non-Rush Hour
10237,2012-03-07,Spring,2012,3,14,0,3,1,Clear/Partly Cloudy,0.52,0.5,0.36,0.3284,38,137,175,Non-Rush Hour
10238,2012-03-07,Spring,2012,3,15,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.37,0.4478,44,165,209,Non-Rush Hour
10239,2012-03-07,Spring,2012,3,16,0,3,1,Clear/Partly Cloudy,0.56,0.5303,0.37,0.4179,34,254,288,Evening Rush Hour
10240,2012-03-07,Spring,2012,3,17,0,3,1,Clear/Partly Cloudy,0.56,0.5303,0.43,0.4925,58,554,612,Evening Rush Hour
10241,2012-03-07,Spring,2012,3,18,0,3,1,Clear/Partly Cloudy,0.56,0.5303,0.4,0.4627,35,509,544,Evening Rush Hour
10242,2012-03-07,Spring,2012,3,19,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.42,0.3582,16,345,361,Evening Rush Hour
10243,2012-03-07,Spring,2012,3,20,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.51,0.2537,18,242,260,Non-Rush Hour
10244,2012-03-07,Spring,2012,3,21,0,3,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.2537,11,177,188,Non-Rush Hour
10245,2012-03-07,Spring,2012,3,22,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.59,0.2985,10,149,159,Non-Rush Hour
10246,2012-03-07,Spring,2012,3,23,0,3,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.3284,4,58,62,Non-Rush Hour
10247,2012-03-08,Spring,2012,3,0,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.3284,11,35,46,Non-Rush Hour
10248,2012-03-08,Spring,2012,3,1,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.3284,4,17,21,Non-Rush Hour
10249,2012-03-08,Spring,2012,3,2,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.3881,6,5,11,Non-Rush Hour
10250,2012-03-08,Spring,2012,3,3,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.3881,0,3,3,Non-Rush Hour
10251,2012-03-08,Spring,2012,3,4,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.72,0.2836,0,2,2,Non-Rush Hour
10252,2012-03-08,Spring,2012,3,5,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.77,0.2239,1,28,29,Non-Rush Hour
10253,2012-03-08,Spring,2012,3,6,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.77,0.2537,4,105,109,Morning Rush Hour
10254,2012-03-08,Spring,2012,3,7,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.77,0.3582,8,326,334,Morning Rush Hour
10255,2012-03-08,Spring,2012,3,8,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.77,0.3881,12,573,585,Morning Rush Hour
10256,2012-03-08,Spring,2012,3,9,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.72,0.4627,19,282,301,Morning Rush Hour
10257,2012-03-08,Spring,2012,3,10,0,4,1,Clear/Partly Cloudy,0.5,0.4848,0.68,0.4627,19,119,138,Non-Rush Hour
10258,2012-03-08,Spring,2012,3,11,0,4,1,Misty/Cloudy,0.54,0.5152,0.6,0.4627,48,156,204,Non-Rush Hour
10259,2012-03-08,Spring,2012,3,12,0,4,1,Misty/Cloudy,0.56,0.5303,0.6,0.4478,27,224,251,Non-Rush Hour
10260,2012-03-08,Spring,2012,3,13,0,4,1,Misty/Cloudy,0.6,0.6212,0.49,0.6418,35,198,233,Non-Rush Hour
10261,2012-03-08,Spring,2012,3,14,0,4,1,Misty/Cloudy,0.62,0.6212,0.43,0.6418,48,155,203,Non-Rush Hour
10262,2012-03-08,Spring,2012,3,15,0,4,1,Clear/Partly Cloudy,0.64,0.6212,0.38,0.6866,24,161,185,Non-Rush Hour
10263,2012-03-08,Spring,2012,3,16,0,4,1,Misty/Cloudy,0.62,0.6212,0.41,0.6418,37,305,342,Evening Rush Hour
10264,2012-03-08,Spring,2012,3,17,0,4,1,Clear/Partly Cloudy,0.62,0.6212,0.38,0.6567,52,545,597,Evening Rush Hour
10265,2012-03-08,Spring,2012,3,18,0,4,1,Misty/Cloudy,0.62,0.6212,0.38,0.5522,45,545,590,Evening Rush Hour
10266,2012-03-08,Spring,2012,3,19,0,4,1,Misty/Cloudy,0.6,0.6212,0.4,0.4478,21,395,416,Evening Rush Hour
10267,2012-03-08,Spring,2012,3,20,0,4,1,Misty/Cloudy,0.6,0.6212,0.43,0.3881,20,282,302,Non-Rush Hour
10268,2012-03-08,Spring,2012,3,21,0,4,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.3881,27,206,233,Non-Rush Hour
10269,2012-03-08,Spring,2012,3,22,0,4,1,Clear/Partly Cloudy,0.56,0.5303,0.49,0.3284,12,141,153,Non-Rush Hour
10270,2012-03-08,Spring,2012,3,23,0,4,1,Misty/Cloudy,0.56,0.5303,0.49,0.4478,6,88,94,Non-Rush Hour
10271,2012-03-09,Spring,2012,3,0,0,5,1,Misty/Cloudy,0.58,0.5455,0.49,0.4627,3,51,54,Non-Rush Hour
10272,2012-03-09,Spring,2012,3,1,0,5,1,Light Snow/Rain,0.56,0.5303,0.52,0.4925,4,22,26,Non-Rush Hour
10273,2012-03-09,Spring,2012,3,2,0,5,1,Light Snow/Rain,0.48,0.4697,0.77,0.4179,2,9,11,Non-Rush Hour
10274,2012-03-09,Spring,2012,3,3,0,5,1,Clear/Partly Cloudy,0.46,0.4545,0.77,0.5224,0,7,7,Non-Rush Hour
10275,2012-03-09,Spring,2012,3,4,0,5,1,Light Snow/Rain,0.4,0.4091,0.66,0.2836,0,1,1,Non-Rush Hour
10276,2012-03-09,Spring,2012,3,5,0,5,1,Light Snow/Rain,0.4,0.4091,0.66,0.2836,2,27,29,Non-Rush Hour
10277,2012-03-09,Spring,2012,3,6,0,5,1,Misty/Cloudy,0.4,0.4091,0.5,0.3582,2,83,85,Morning Rush Hour
10278,2012-03-09,Spring,2012,3,7,0,5,1,Misty/Cloudy,0.38,0.3939,0.4,0.2985,6,262,268,Morning Rush Hour
10279,2012-03-09,Spring,2012,3,8,0,5,1,Misty/Cloudy,0.34,0.2879,0.42,0.5224,17,484,501,Morning Rush Hour
10280,2012-03-09,Spring,2012,3,9,0,5,1,Misty/Cloudy,0.34,0.2879,0.42,0.5224,17,267,284,Morning Rush Hour
10281,2012-03-09,Spring,2012,3,10,0,5,1,Misty/Cloudy,0.34,0.2879,0.36,0.4925,14,145,159,Non-Rush Hour
10282,2012-03-09,Spring,2012,3,11,0,5,1,Misty/Cloudy,0.36,0.3333,0.34,0.3582,17,170,187,Non-Rush Hour
10283,2012-03-09,Spring,2012,3,12,0,5,1,Clear/Partly Cloudy,0.36,0.3333,0.34,0.4179,27,174,201,Non-Rush Hour
10284,2012-03-09,Spring,2012,3,13,0,5,1,Misty/Cloudy,0.38,0.3939,0.29,0.3881,49,175,224,Non-Rush Hour
10285,2012-03-09,Spring,2012,3,14,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.28,0.4627,49,129,178,Non-Rush Hour
10286,2012-03-09,Spring,2012,3,15,0,5,1,Clear/Partly Cloudy,0.46,0.4545,0.24,0.2537,50,188,238,Non-Rush Hour
10287,2012-03-09,Spring,2012,3,16,0,5,1,Clear/Partly Cloudy,0.48,0.4697,0.23,0.4179,51,292,343,Evening Rush Hour
10288,2012-03-09,Spring,2012,3,17,0,5,1,Clear/Partly Cloudy,0.46,0.4545,0.24,0.3881,68,498,566,Evening Rush Hour
10289,2012-03-09,Spring,2012,3,18,0,5,1,Clear/Partly Cloudy,0.44,0.4394,0.26,0.5224,30,440,470,Evening Rush Hour
10290,2012-03-09,Spring,2012,3,19,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.28,0.6119,12,232,244,Evening Rush Hour
10291,2012-03-09,Spring,2012,3,20,0,5,1,Clear/Partly Cloudy,0.38,0.3939,0.32,0.3582,3,156,159,Non-Rush Hour
10292,2012-03-09,Spring,2012,3,21,0,5,1,Clear/Partly Cloudy,0.36,0.3333,0.34,0.3284,8,133,141,Non-Rush Hour
10293,2012-03-09,Spring,2012,3,22,0,5,1,Clear/Partly Cloudy,0.34,0.2879,0.31,0.4925,7,100,107,Non-Rush Hour
10294,2012-03-09,Spring,2012,3,23,0,5,1,Clear/Partly Cloudy,0.32,0.303,0.33,0.2985,9,77,86,Non-Rush Hour
10295,2012-03-10,Spring,2012,3,0,0,6,0,Clear/Partly Cloudy,0.3,0.2727,0.36,0.3582,9,68,77,Non-Rush Hour
10296,2012-03-10,Spring,2012,3,1,0,6,0,Clear/Partly Cloudy,0.3,0.2879,0.36,0.2537,1,50,51,Non-Rush Hour
10297,2012-03-10,Spring,2012,3,2,0,6,0,Clear/Partly Cloudy,0.26,0.2424,0.41,0.2537,12,30,42,Non-Rush Hour
10298,2012-03-10,Spring,2012,3,3,0,6,0,Clear/Partly Cloudy,0.26,0.2273,0.41,0.2985,0,16,16,Non-Rush Hour
10299,2012-03-10,Spring,2012,3,4,0,6,0,Clear/Partly Cloudy,0.24,0.2121,0.41,0.3582,1,3,4,Non-Rush Hour
10300,2012-03-10,Spring,2012,3,5,0,6,0,Clear/Partly Cloudy,0.22,0.2121,0.42,0.2836,3,7,10,Non-Rush Hour
10301,2012-03-10,Spring,2012,3,6,0,6,0,Clear/Partly Cloudy,0.22,0.2121,0.44,0.2836,1,11,12,Morning Rush Hour
10302,2012-03-10,Spring,2012,3,7,0,6,0,Clear/Partly Cloudy,0.22,0.2121,0.44,0.2537,4,36,40,Morning Rush Hour
10303,2012-03-10,Spring,2012,3,8,0,6,0,Clear/Partly Cloudy,0.22,0.2121,0.44,0.2985,15,96,111,Morning Rush Hour
10304,2012-03-10,Spring,2012,3,9,0,6,0,Clear/Partly Cloudy,0.24,0.2121,0.41,0.3284,21,127,148,Morning Rush Hour
10305,2012-03-10,Spring,2012,3,10,0,6,0,Clear/Partly Cloudy,0.26,0.2273,0.35,0.4179,47,176,223,Non-Rush Hour
10306,2012-03-10,Spring,2012,3,11,0,6,0,Clear/Partly Cloudy,0.3,0.2727,0.33,0.3284,56,218,274,Non-Rush Hour
10307,2012-03-10,Spring,2012,3,12,0,6,0,Clear/Partly Cloudy,0.3,0.2727,0.33,0.3284,88,241,329,Non-Rush Hour
10308,2012-03-10,Spring,2012,3,13,0,6,0,Clear/Partly Cloudy,0.32,0.303,0.29,0.2836,89,268,357,Non-Rush Hour
10309,2012-03-10,Spring,2012,3,14,0,6,0,Clear/Partly Cloudy,0.34,0.3182,0.27,0.2836,117,262,379,Non-Rush Hour
10310,2012-03-10,Spring,2012,3,15,0,6,0,Clear/Partly Cloudy,0.34,0.3636,0.25,0.0,132,274,406,Non-Rush Hour
10311,2012-03-10,Spring,2012,3,16,0,6,0,Clear/Partly Cloudy,0.36,0.3636,0.23,0.0,115,275,390,Evening Rush Hour
10312,2012-03-10,Spring,2012,3,17,0,6,0,Clear/Partly Cloudy,0.36,0.3788,0.23,0.0,104,250,354,Evening Rush Hour
10313,2012-03-10,Spring,2012,3,18,0,6,0,Clear/Partly Cloudy,0.36,0.3636,0.21,0.0896,67,230,297,Evening Rush Hour
10314,2012-03-10,Spring,2012,3,19,0,6,0,Clear/Partly Cloudy,0.34,0.3636,0.25,0.0,25,159,184,Evening Rush Hour
10315,2012-03-10,Spring,2012,3,20,0,6,0,Clear/Partly Cloudy,0.32,0.3333,0.33,0.1343,20,101,121,Non-Rush Hour
10316,2012-03-10,Spring,2012,3,21,0,6,0,Clear/Partly Cloudy,0.3,0.2879,0.39,0.2239,16,94,110,Non-Rush Hour
10317,2012-03-10,Spring,2012,3,22,0,6,0,Clear/Partly Cloudy,0.26,0.2576,0.44,0.1642,19,81,100,Non-Rush Hour
10318,2012-03-10,Spring,2012,3,23,0,6,0,Clear/Partly Cloudy,0.26,0.2576,0.41,0.194,6,77,83,Non-Rush Hour
10319,2012-03-11,Spring,2012,3,0,0,0,0,Clear/Partly Cloudy,0.26,0.2879,0.44,0.0896,7,62,69,Non-Rush Hour
10320,2012-03-11,Spring,2012,3,1,0,0,0,Clear/Partly Cloudy,0.24,0.2424,0.52,0.1642,4,57,61,Non-Rush Hour
10321,2012-03-11,Spring,2012,3,3,0,0,0,Clear/Partly Cloudy,0.24,0.2424,0.6,0.1343,15,51,66,Non-Rush Hour
10322,2012-03-11,Spring,2012,3,4,0,0,0,Clear/Partly Cloudy,0.24,0.2424,0.6,0.1343,7,15,22,Non-Rush Hour
10323,2012-03-11,Spring,2012,3,5,0,0,0,Clear/Partly Cloudy,0.24,0.2424,0.6,0.1642,2,5,7,Non-Rush Hour
10324,2012-03-11,Spring,2012,3,6,0,0,0,Clear/Partly Cloudy,0.24,0.2424,0.7,0.1642,2,8,10,Morning Rush Hour
10325,2012-03-11,Spring,2012,3,7,0,0,0,Clear/Partly Cloudy,0.22,0.2273,0.69,0.1343,2,15,17,Morning Rush Hour
10326,2012-03-11,Spring,2012,3,8,0,0,0,Clear/Partly Cloudy,0.22,0.2273,0.69,0.1343,4,68,72,Morning Rush Hour
10327,2012-03-11,Spring,2012,3,9,0,0,0,Clear/Partly Cloudy,0.26,0.2576,0.6,0.2239,20,70,90,Morning Rush Hour
10328,2012-03-11,Spring,2012,3,10,0,0,0,Clear/Partly Cloudy,0.32,0.303,0.49,0.2836,71,147,218,Non-Rush Hour
10329,2012-03-11,Spring,2012,3,11,0,0,0,Clear/Partly Cloudy,0.36,0.3333,0.43,0.2836,90,209,299,Non-Rush Hour
10330,2012-03-11,Spring,2012,3,12,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.37,0.2985,146,264,410,Non-Rush Hour
10331,2012-03-11,Spring,2012,3,13,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.41,0.2985,176,288,464,Non-Rush Hour
10332,2012-03-11,Spring,2012,3,14,0,0,0,Clear/Partly Cloudy,0.46,0.4545,0.31,0.2836,212,289,501,Non-Rush Hour
10333,2012-03-11,Spring,2012,3,15,0,0,0,Clear/Partly Cloudy,0.5,0.4848,0.29,0.2985,201,286,487,Non-Rush Hour
10334,2012-03-11,Spring,2012,3,16,0,0,0,Clear/Partly Cloudy,0.5,0.4848,0.31,0.3582,208,301,509,Evening Rush Hour
10335,2012-03-11,Spring,2012,3,17,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.27,0.2985,199,299,498,Evening Rush Hour
10336,2012-03-11,Spring,2012,3,18,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.29,0.2836,133,256,389,Evening Rush Hour
10337,2012-03-11,Spring,2012,3,19,0,0,0,Clear/Partly Cloudy,0.5,0.4848,0.31,0.2836,55,203,258,Evening Rush Hour
10338,2012-03-11,Spring,2012,3,20,0,0,0,Clear/Partly Cloudy,0.44,0.4394,0.47,0.2239,42,129,171,Non-Rush Hour
10339,2012-03-11,Spring,2012,3,21,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.54,0.2239,37,110,147,Non-Rush Hour
10340,2012-03-11,Spring,2012,3,22,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.54,0.194,13,81,94,Non-Rush Hour
10341,2012-03-11,Spring,2012,3,23,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.5,0.1642,12,40,52,Non-Rush Hour
10342,2012-03-12,Spring,2012,3,0,0,1,1,Clear/Partly Cloudy,0.38,0.3939,0.54,0.194,4,20,24,Non-Rush Hour
10343,2012-03-12,Spring,2012,3,1,0,1,1,Clear/Partly Cloudy,0.38,0.3939,0.5,0.1343,1,9,10,Non-Rush Hour
10344,2012-03-12,Spring,2012,3,2,0,1,1,Clear/Partly Cloudy,0.38,0.3939,0.54,0.1045,4,5,9,Non-Rush Hour
